,Date,Low,High,Close,Open,Volume
9577,2024-03-14,414.8229387375938,424.5784751674573,421.9981689453125,417.0558908033508,34157300.0
9576,2024-03-13,408.33252598364385,415.0115145438447,411.9548645019531,414.93213401612815,17115900.0
9575,2024-03-12,403.7078509414854,412.4213256188443,412.1335144042969,404.53154888971716,22457000.0
9574,2024-03-11,398.21976836345937,402.6062622273282,401.4550476074219,400.700826521959,16120800.0
9573,2024-03-08,401.2664565057241,407.3103404061873,403.14215087890625,404.8689575439801,17971700.0
9572,2024-03-07,399.1923248157397,406.6752047214003,406.0400695800781,403.04293193355477,18718500.0
9571,2024-03-06,395.37147897743796,402.09017289690905,399.0434265136719,399.9167637441042,22344100.0
9570,2024-03-05,397.6044321579871,411.1112969231929,399.59918212890625,410.8234857245891,26919200.0
9569,2024-03-04,409.19593875466035,414.18782621068357,411.7762451171875,410.307447886493,17596000.0
9568,2024-03-01,407.76684684717014,412.71902889421233,412.3518371582031,408.153876143975,17800300.0
9567,2024-02-29,402.84447248671415,411.06173606105705,410.5059814453125,405.5438650287684,31947300.0
9566,2024-02-28,402.24895832016676,406.1987830728558,404.6307678222656,405.0872739909664,13183100.0
9565,2024-02-27,400.7901378959309,405.22627106063214,404.39263916015625,404.898754425873,14835800.0
9564,2024-02-26,404.27351975281573,409.0371695148512,404.4521789550781,408.34246112673543,16193500.0
9563,2024-02-23,405.8712811789626,412.70906066926193,407.23089599609375,412.5205281414921,16295900.0
9562,2024-02-22,405.4743557171247,409.70205797134184,408.531005859375,407.08207646174907,27009900.0
9561,2024-02-21,394.21034092041026,399.24193376469594,399.13275146484375,397.1380014467668,18631100.0
9560,2024-02-20,394.9943773768075,401.4252604899609,399.7381591796875,400.1847314590158,24307900.0
9559,2024-02-16,400.38320711756694,405.19646556123695,400.9985046386719,404.86894895397035,22281100.0
9558,2024-02-15,401.22679392364836,406.03011869599004,403.4795837402344,405.0476293953427,21825500.0
9557,2024-02-14,401.50465451788693,406.73471379055,406.3873596191406,404.97813565927675,20401200.0
9556,2024-02-13,399.5946753127585,406.21181854248556,402.4971008300781,401.13007987504017,27824900.0
9555,2024-02-12,410.847755055397,416.78138746189904,411.35296630859375,416.6030882773996,21202900.0
9554,2024-02-09,411.18451986779826,416.86061863442,416.5931396484375,411.34301809604267,22032800.0
9553,2024-02-08,408.6486545795197,411.65014520614363,410.2137756347656,410.1543425713037,21225300.0
9552,2024-02-07,403.5669011054383,410.4019752246544,410.1543273925781,403.60653322309605,22340500.0
9551,2024-02-06,399.11915341177513,404.13154308563696,401.67486572265625,402.0612108490808,18382600.0
9550,2024-02-05,400.189019151807,407.2915729534139,401.8334045410156,406.0434180871643,25352300.0
9549,2024-02-02,399.7630192269887,408.7674904401441,407.3509521484375,400.01066704989324,28245000.0
9548,2024-02-01,398.01963609481663,404.1613152321926,399.98101806640625,398.0493526293656,30657700.0
9547,2024-01-31,393.47278047208044,411.41240548584386,393.83929443359375,403.1310461052013,47871100.0
9546,2024-01-30,402.6258777098208,409.16375662074074,404.7457275390625,408.3812111979871,33477600.0
9545,2024-01-29,400.5257498805,406.12261467024774,405.86505126953125,402.2394836390935,24510200.0
9544,2024-01-26,398.64369053415635,402.3485229332517,400.12957763671875,400.5654402719064,17803300.0
9543,2024-01-25,398.74274976275865,403.18061005906736,401.06072998046875,400.5159168098495,21021200.0
9542,2024-01-24,396.6822972921996,401.8135529594447,398.7724304199219,397.7620381791371,24867000.0
9541,2024-01-23,390.2236710516202,395.6224063859319,395.14691162109375,392.02655469237413,20525900.0
9540,2024-01-22,389.8868483654438,396.85070439221124,392.7793884277344,396.25634353223927,27016900.0
9539,2024-01-19,389.797726916255,394.9190979003906,394.9190979003906,392.0364732172694,29272000.0
9538,2024-01-18,386.4494974787357,390.2830812145117,390.1642150878906,388.0344497047316,23392100.0
9537,2024-01-17,381.1894739959276,386.4395963207224,385.8056335449219,384.32966203351646,22234100.0
9536,2024-01-16,383.9730224089054,390.32271672497956,386.59808349609375,389.9562027545636,27202300.0
9535,2024-01-12,381.03096664819185,385.0230486833725,384.8150329589844,381.8630597761942,21645700.0
9534,2024-01-11,376.80112586493703,387.0042042259602,381.0111389160156,382.3682441685505,27850800.0
9533,2024-01-10,372.7793440678221,380.5554922110054,379.16864013671875,372.8288615431399,25514200.0
9532,2024-01-09,367.6976072202341,372.4524336286839,372.25433349609375,368.509899386066,20830000.0
9531,2024-01-08,365.53812127674354,371.66988411040546,371.1646728515625,365.8253710003868,23134000.0
